122.000000 0.000234
111.000000 0.000182
102.000000 0.000153
94.000000 0.000131
87.000000 0.000112
81.000000 0.000097
76.000000 0.000085
72.000000 0.000077
68.000000 0.000069
64.000000 0.000060
61.000000 0.000055
58.000000 0.000049
55.000000 0.000045
53.000000 0.000042
51.000000 0.000039
49.000000 0.000035
47.000000 0.000032
45.000000 0.000030
43.000000 0.000028
42.000000 0.000027
40.000000 0.000024
39.000000 0.000023
38.000000 0.000022
37.000000 0.000021
36.000000 0.000019
35.000000 0.000018
34.000000 0.000017
33.000000 0.000016
32.000000 0.000015
31.000000 0.000015
30.000000 0.000014
29.000000 0.000012
29.000000 0.000013
28.000000 0.000011
27.000000 0.000011
27.000000 0.000011
26.000000 0.000010
26.000000 0.000010
25.000000 0.000009
25.000000 0.000009
24.000000 0.000009
24.000000 0.000009
23.000000 0.000008
23.000000 0.000008
22.000000 0.000007
22.000000 0.000008
21.000000 0.000007
21.000000 0.000007
21.000000 0.000006
20.000000 0.000006
20.000000 0.000006
20.000000 0.000006
19.000000 0.000006
19.000000 0.000006
19.000000 0.000006
18.000000 0.000004
18.000000 0.000005
18.000000 0.000005
18.000000 0.000005
17.000000 0.000004
17.000000 0.000004
17.000000 0.000004
17.000000 0.000004
16.000000 0.000003
16.000000 0.000004
16.000000 0.000004
16.000000 0.000004
15.000000 0.000004
15.000000 0.000004
15.000000 0.000004
15.000000 0.000004
15.000000 0.000004
14.000000 0.000003
14.000000 0.000003
14.000000 0.000003
14.000000 0.000003
14.000000 0.000003
14.000000 0.000003
13.000000 0.000002
13.000000 0.000002
13.000000 0.000003
13.000000 0.000003
13.000000 0.000003
13.000000 0.000002
13.000000 0.000002
12.000000 0.000002
12.000000 0.000002
12.000000 0.000002
12.000000 0.000002
12.000000 0.000002
12.000000 0.000003
12.000000 0.000002
12.000000 0.000002
11.000000 0.000002
11.000000 0.000002
11.000000 0.000002
11.000000 0.000002
11.000000 0.000001
11.000000 0.000002
11.000000 0.000001
11.000000 0.000002
11.000000 0.000001
10.000000 0.000002
10.000000 0.000002
10.000000 0.000002
10.000000 0.000001
10.000000 0.000001
10.000000 0.000001
10.000000 0.000002
10.000000 0.000002
10.000000 0.000002
10.000000 0.000002
10.000000 0.000001
9.000000 0.000001
9.000000 0.000001
9.000000 0.000001
9.000000 0.000002
9.000000 0.000002
9.000000 0.000001
9.000000 0.000001
9.000000 0.000001
9.000000 0.000001
9.000000 0.000001
9.000000 0.000002
9.000000 0.000002
9.000000 0.000001
9.000000 0.000001
8.000000 0.000001
8.000000 0.000001
8.000000 0.000001
8.000000 0.000001
8.000000 0.000001
8.000000 0.000001
8.000000 0.000001
8.000000 0.000001
8.000000 0.000001
8.000000 0.000001
8.000000 0.000001
8.000000 0.000001
8.000000 0.000001
8.000000 0.000001
8.000000 0.000001
8.000000 0.000001
8.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
7.000000 0.000001
6.000000 0.000000
6.000000 0.000001
6.000000 0.000001
6.000000 0.000001
6.000000 0.000000
6.000000 0.000000
6.000000 0.000000
6.000000 0.000001
6.000000 0.000001
6.000000 0.000001
6.000000 0.000001
6.000000 0.000000
6.000000 0.000000
6.000000 0.000001
6.000000 0.000001
6.000000 0.000001
6.000000 0.000001
6.000000 0.000001
6.000000 0.000000
6.000000 0.000000
6.000000 0.000001
6.000000 0.000001
6.000000 0.000001
6.000000 0.000001
6.000000 0.000001
6.000000 0.000000
6.000000 0.000000
6.000000 0.000000
6.000000 0.000001
5.000000 0.000001
5.000000 0.000001
5.000000 0.000001
5.000000 0.000001
5.000000 0.000001
